BLOCK_M,BLOCK_N,SMEM_K,WARP_M,WARP_N,STAGES_K,MMA_ATOM_TYPE,status,throughput_tflops,latency_ms,correctness,duration_s,skip_reason,error
128,128,128,1,4,2,16816,runtime_error,483940.0,0.002272,FAILED,32.676,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.002272 ms
GPU Throughput: 483940 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.023 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,1,4,2,1688,runtime_error,350610.0,0.003136,FAILED,31.266,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003136 ms
GPU Throughput: 350610 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.022 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,1,1,16816,ok,45.1361,24.3599,PASSED,33.432,,
128,128,128,2,1,1,1688,ok,32.3845,33.9517,PASSED,33.855,,
128,128,128,2,1,2,16816,runtime_error,497967.0,0.002208,FAILED,33.79,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.002208 ms
GPU Throughput: 497967 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,1,2,1688,runtime_error,330382.0,0.003328,FAILED,33.476,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003328 ms
GPU Throughput: 330382 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,2,1,16816,ok,94.5528,11.6285,PASSED,32.548,,
128,128,128,2,2,1,1688,ok,103.345,10.6393,PASSED,31.707,,
128,128,128,2,2,2,16816,runtime_error,350610.0,0.003136,FAILED,33.01,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003136 ms
GPU Throughput: 350610 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.022 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,2,2,1688,runtime_error,336860.0,0.003264,FAILED,32.376,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003264 ms
GPU Throughput: 336860 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,4,1,16816,ok,109.054,10.0823,PASSED,32.023,,
128,128,128,2,4,1,1688,ok,108.634,10.1212,PASSED,31.004,,
128,128,128,2,4,2,16816,runtime_error,347068.0,0.003168,FAILED,31.821,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003168 ms
GPU Throughput: 347068 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,2,4,2,1688,runtime_error,343597.0,0.0032,FAILED,31.023,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.0032 ms
GPU Throughput: 343597 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.022 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,1,1,16816,ok,100.737,10.9147,PASSED,31.414,,
128,128,128,4,1,1,1688,ok,103.056,10.6691,PASSED,30.263,,
128,128,128,4,1,2,16816,runtime_error,343597.0,0.0032,FAILED,31.43,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.0032 ms
GPU Throughput: 343597 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.021 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,1,2,1688,runtime_error,505290.0,0.002176,FAILED,30.673,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.002176 ms
GPU Throughput: 505290 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.018 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,2,1,16816,ok,108.899,10.0966,PASSED,31.992,,
128,128,128,4,2,1,1688,ok,109.756,10.0178,PASSED,31.313,,
128,128,128,4,2,2,16816,runtime_error,350610.0,0.003136,FAILED,32.058,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003136 ms
GPU Throughput: 350610 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,2,2,1688,runtime_error,343597.0,0.0032,FAILED,31.709,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.0032 ms
GPU Throughput: 343597 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.017 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,4,1,16816,ok,105.746,10.3977,PASSED,32.294,,
128,128,128,4,4,1,1688,ok,103.354,10.6383,PASSED,32.096,,
128,128,128,4,4,2,16816,runtime_error,354224.0,0.003104,FAILED,32.969,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.003104 ms
GPU Throughput: 354224 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.019 s in the future
make: *** [Makefile:16: all] Error 1
"
128,128,128,4,4,2,1688,runtime_error,505290.0,0.002176,FAILED,31.987,,"nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -c kernel.cu -o build/kernel.o
nvcc -O3 -arch=sm_89 -std=c++17 -Xptxas -dlcm=cg --expt-relaxed-constexpr -Icutlass/include -o build/gemm build/main.o build/kernel.o -lcublas
./build/gemm
=== Device Metadata ===
Device Name: NVIDIA GeForce RTX 4090 D
Compute Capability: 8.9
VRAM (Global Memory): 48538 MB
Max Threads per Block: 1024
=======================

Configuration: GEMM (8192, 8192, 8192), dtype=bfloat16
Implementation: custom CUTLASS

GPU Kernel Time: 0.002176 ms
GPU Throughput: 505290 TFLOPS
Correctness check: 1000 random output samples vs CPU dot products
Mismatch at (128, 6738)
Expected: -98
Actual: 0

Max absolute difference: 98.0736
Correctness Status: FAILED [X]
make: Warning: File 'kernel.cu' has modification time 0.02 s in the future
make: *** [Makefile:16: all] Error 1
"
128,256,32,1,1,1,16816,ok,14.46,76.0381,PASSED,42.367,,
128,256,32,1,1,1,1688,ok,8.37324,131.313,PASSED,43.474,,
128,256,32,1,1,2,16816,ok,7.13587,154.082,PASSED,43.056,,
128,256,32,1,1,2,1688,ok,8.14904,134.925,PASSED,43.525,,
128,256,32,1,2,1,16816,ok,19.4223,56.6108,PASSED,36.535,,
128,256,32,1,2,1,1688,ok,9.42557,116.652,PASSED,35.417,,
128,256,32,1,2,2,16816,ok,8.81149,124.782,PASSED,36.364,,
128,256,32,1,2,2,1688,ok,10.1739,108.072,PASSED,35.934,,
128,256,32,1,4,1,16816,ok,55.0524,19.9721,PASSED,33.64,,
128,256,32,1,4,1,1688,ok,55.8305,19.6937,PASSED,32.702,,
128,256,32,1,4,2,16816,ok,26.8994,40.875,PASSED,34.601,,
128,256,32,1,4,2,1688,ok,53.9542,20.3786,PASSED,33.945,,
128,256,32,2,1,1,16816,ok,21.0616,52.2045,PASSED,36.474,,
128,256,32,2,1,1,1688,ok,8.69068,126.516,PASSED,36.386,,
128,256,32,2,1,2,16816,ok,17.25,63.7399,PASSED,36.442,,
128,256,32,2,1,2,1688,ok,8.84175,124.355,PASSED,37.031,,
128,256,32,2,2,1,16816,ok,68.066,16.1536,PASSED,34.518,,
128,256,32,2,2,1,1688,ok,22.0676,49.8248,PASSED,34.026,,
128,256,32,2,2,2,16816,ok,70.6037,15.573,PASSED,34.324,,
128,256,32,2,2,2,1688,ok,44.0546,24.958,PASSED,33.914,,
128,256,32,2,4,1,16816,ok,117.891,9.3265,PASSED,33.752,,
128,256,32,2,4,1,1688,ok,58.21,18.8887,PASSED,33.485,,
128,256,32,2,4,2,16816,ok,116.61,9.42899,PASSED,34.096,,
128,256,32,2,4,2,1688,ok,128.131,8.58112,PASSED,33.869,,
128,256,32,4,1,1,16816,ok,79.4834,13.8332,PASSED,33.924,,
128,256,32,4,1,1,1688,ok,14.4944,75.8579,PASSED,32.851,,
128,256,32,4,1,2,16816,ok,79.5895,13.8148,PASSED,34.357,,
128,256,32,4,1,2,1688,ok,30.768,35.7356,PASSED,33.58,,
128,256,32,4,2,1,16816,ok,108.866,10.0997,PASSED,34.364,,
128,256,32,4,2,1,1688,ok,58.1596,18.9051,PASSED,34.056,,
128,256,32,4,2,2,16816,ok,122.995,8.93949,PASSED,34.961,,
128,256,32,4,2,2,1688,ok,122.602,8.96816,PASSED,34.114,,
128,256,32,4,4,1,16816,ok,106.427,10.3311,PASSED,34.692,,
128,256,32,4,4,1,1688,ok,56.5693,19.4365,PASSED,33.976,,
128,256,32,4,4,2,16816,ok,120.415,9.13101,PASSED,34.823,,
128,256,32,4,4,2,1688,ok,118.801,9.25504,PASSED,33.814,,
128,256,64,1,1,1,16816,ok,14.988,73.3594,PASSED,45.31,,
128,256,64,1,1,1,1688,ok,8.25422,133.206,PASSED,48.285,,
128,256,64,1,1,2,16816,ok,14.5572,75.5302,PASSED,45.809,,
128,256,64,1,1,2,1688,ok,3.7886,290.216,PASSED,49.103,,
128,256,64,1,2,1,16816,ok,18.0162,61.0292,PASSED,36.953,,
128,256,64,1,2,1,1688,ok,9.53319,115.335,PASSED,37.341,,
128,256,64,1,2,2,16816,ok,18.9861,57.9113,PASSED,37.307,,
128,256,64,1,2,2,1688,ok,4.14174,265.471,PASSED,38.431,,
128,256,64,1,4,1,16816,ok,59.5234,18.4719,PASSED,34.325,,
128,256,64,1,4,1,1688,ok,50.1514,21.9238,PASSED,32.821,,
128,256,64,1,4,2,16816,ok,59.5465,18.4648,PASSED,34.481,,
128,256,64,1,4,2,1688,ok,29.5862,37.163,PASSED,33.319,,
128,256,64,2,1,1,16816,ok,19.9714,55.0543,PASSED,36.565,,
128,256,64,2,1,1,1688,ok,9.22602,119.175,PASSED,36.648,,
128,256,64,2,1,2,16816,ok,10.3305,106.434,PASSED,36.521,,
128,256,64,2,1,2,1688,ok,8.89913,123.553,PASSED,37.61,,
128,256,64,2,2,1,16816,ok,70.9302,15.5013,PASSED,33.83,,
128,256,64,2,2,1,1688,ok,41.228,26.6691,PASSED,33.789,,
128,256,64,2,2,2,16816,ok,35.0209,31.3958,PASSED,34.937,,
128,256,64,2,2,2,1688,ok,48.1715,22.825,PASSED,34.203,,
128,256,64,2,4,1,16816,ok,113.073,9.7239,PASSED,33.513,,
128,256,64,2,4,1,1688,ok,115.655,9.50682,PASSED,32.382,,
128,256,64,2,4,2,16816,ok,61.2202,17.9599,PASSED,34.271,,
128,256,64,2,4,2,1688,ok,127.567,8.6191,PASSED,32.915,,
128,256,64,4,1,1,16816,ok,82.1594,13.3827,PASSED,32.968,,
128,256,64,4,1,1,1688,ok,30.9829,35.4877,PASSED,32.554,,
128,256,64,4,1,2,16816,ok,44.1179,24.9221,PASSED,33.893,,
128,256,64,4,1,2,1688,ok,31.809,34.5661,PASSED,32.933,,
128,256,64,4,2,1,16816,ok,115.556,9.51501,PASSED,33.433,,
128,256,64,4,2,1,1688,ok,120.267,9.14227,PASSED,33.285,,
128,256,64,4,2,2,16816,ok,59.8452,18.3726,PASSED,33.917,,
128,256,64,4,2,2,1688,ok,126.442,8.69581,PASSED,33.487,,
128,256,64,4,4,1,16816,ok,108.055,10.1755,PASSED,32.966,,
128,256,64,4,4,1,1688,ok,119.718,9.18416,PASSED,32.344,,
128,256,64,4,4,2,16816,ok,60.0325,18.3153,PASSED,33.884,,
128,256,64,4,4,2,1688,ok,121.85,9.02349,PASSED,33.247,,
